Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Route,Total_Stops,Journey_day,Journey_month,Journey_weekday,Arrival_minutes,Duration_minutes,Price
0,0,1,0,0,0,0,0,0,0,1532,0,1,3,4,0.204405185,-1.010867524,11934
1,0,0,0,0,0,0,0,0,0,21,2,15,5,2,0.634274475,1.422290647,14424
0,0,0,1,0,0,0,0,0,0,2368,1,24,6,0,-0.419326726,0.399570905,18581
0,0,0,1,0,0,0,0,0,0,979,1,12,5,6,0.558415188,-0.169324311,13941
0,0,0,1,0,0,0,0,0,0,1532,0,6,5,0,-0.11588958,-0.952903513,7229
0,0,0,0,0,0,1,0,0,0,723,0,15,5,2,-1.380211022,-1.07145037,3873
0,0,0,1,0,0,0,0,0,0,2368,1,12,6,2,-0.419326726,-0.169324311,14714
0,0,0,0,0,0,0,0,0,0,44,2,24,3,6,-0.023172675,-0.169324311,11245
0,0,1,0,0,0,0,0,0,0,2368,1,27,5,0,0.238120423,0.63936771,6104
0,0,1,0,0,0,0,0,0,0,326,1,6,3,2,-0.082174342,0.709376138,7094
0,0,0,1,0,0,0,0,0,0,979,1,24,3,6,0.566843998,1.408229598,10031
0,0,0,1,0,0,0,0,0,0,979,1,18,5,5,-1.127346734,-0.359593601,13941
0,0,0,0,1,0,0,0,0,0,2368,1,24,6,0,0.238120423,-0.320114634,7198
0,0,0,0,0,0,1,0,0,0,1532,0,24,3,6,-1.076773876,-0.99127203,3873
1,0,0,0,0,0,0,0,0,0,723,0,12,3,1,-0.646904586,-1.092291393,5747
1,0,0,0,0,0,0,0,0,0,621,0,15,6,5,-0.242321725,-1.461570133,3100
1,0,0,0,0,0,0,0,0,0,50,1,6,5,0,-1.000914589,-0.741765637,8996
0,0,0,0,1,0,0,0,0,0,2368,1,15,5,2,-0.419326726,-0.03971815,9103
0,0,0,1,0,0,0,0,0,0,979,1,15,5,2,1.106287813,0.990598908,14781
0,0,0,1,0,0,0,0,0,0,1532,0,18,5,5,-1.19477721,-0.971954528,7229
0,0,1,0,0,0,0,0,0,0,1532,0,1,3,4,0.322408519,-1.010867524,10067
0,0,0,1,0,0,0,0,0,0,179,2,9,4,1,0.53312876,1.099745492,10909
0,0,1,0,0,0,0,0,0,0,723,0,27,4,5,-0.512043632,-1.07145037,4804
0,0,0,1,0,0,0,0,0,0,621,0,1,6,5,-1.902797218,-1.403994763,4050
0,0,0,1,0,0,0,0,0,0,565,1,15,5,2,2.47175497,1.803080763,14151
0,0,0,0,0,0,1,0,0,0,723,0,1,6,5,-1.380211022,-1.07145037,3841
0,0,0,1,0,0,0,0,0,0,979,1,9,5,3,-0.33503863,-0.440995339,14781
0,0,0,0,0,0,0,0,1,0,565,1,9,6,6,0.027400183,-0.333188553,9870
1,0,0,0,0,0,0,0,0,0,231,1,27,5,0,-0.014743865,0.104656928,8907
0,1,0,0,0,0,0,0,0,0,2368,1,15,4,0,-1.034629828,-0.413481802,6195
0,0,0,1,0,0,0,0,0,0,341,1,21,3,3,-0.402469107,-0.555255163,7832
0,0,0,0,0,1,0,0,0,0,2368,1,21,3,3,-0.77333673,-0.307124258,11269
0,0,0,0,0,0,0,0,1,0,1532,0,24,3,6,-0.461470774,-1.07145037,5613
0,0,1,0,0,0,0,0,0,0,1532,0,1,5,2,-1.995514123,-0.99127203,4284
0,0,0,0,0,0,0,0,1,0,1532,0,6,5,0,0.069544231,-1.010867524,4668
1,0,0,0,0,0,0,0,0,0,2368,1,3,3,6,-0.394040298,0.321465351,15197
0,0,0,1,0,0,0,0,0,0,979,1,12,6,2,-0.689048634,-0.109484093,9899
0,1,0,0,0,0,0,0,0,0,2368,1,27,6,3,-0.360325059,0.039105254,3948
0,0,0,1,0,0,0,0,0,0,341,1,15,3,4,0.920854002,1.498709,10405
0,0,0,0,1,0,0,0,0,0,8,3,9,6,6,0.238120423,0.621608173,15419
0,0,0,0,1,0,0,0,0,0,2368,1,3,3,6,-0.436184346,0.220502166,15135
0,0,0,0,0,1,0,0,0,0,2368,1,21,3,3,-1.068345066,-0.307124258,13369
0,0,0,1,0,0,0,0,0,0,37,2,27,6,3,-0.419326726,-0.19372467,18804
0,0,0,0,0,0,0,0,0,0,231,1,9,5,3,0.811279477,0.220502166,6751
1,0,0,0,0,0,0,0,0,0,565,1,9,5,3,0.988284479,0.456725627,10203
1,0,0,0,0,0,0,0,0,0,41,2,12,6,2,-0.394040298,0.418753429,12488
0,0,0,1,0,0,0,0,0,0,1532,0,12,4,4,-1.312780545,-0.971954528,5198
0,0,0,1,0,0,0,0,0,0,1532,0,1,5,2,-0.242321725,-0.971954528,7229
1,0,0,0,0,0,0,0,0,0,44,2,12,6,2,0.010542564,0.97471432,12723
1,0,0,0,0,0,0,0,0,0,5,2,6,3,2,1.013570907,1.803080763,13169
1,0,0,0,0,0,0,0,0,0,6,2,15,5,2,-0.486757203,0.02800453,8366
0,0,0,0,1,0,0,0,0,0,2368,1,9,5,3,-0.217035296,0.735220174,7670
0,0,0,1,0,0,0,0,0,0,1532,0,1,4,0,-1.456070308,-1.030753369,7229
0,0,0,0,0,0,0,0,1,0,1532,0,1,6,5,0.069544231,-1.010867524,4668
0,0,0,0,0,0,0,0,0,0,231,1,9,3,5,0.811279477,0.291581136,8327
0,0,0,1,0,0,0,0,0,0,2368,1,21,5,1,1.359152101,0.803103186,12898
0,0,1,0,0,0,0,0,0,0,65,1,6,5,0,-1.295922926,-0.758292456,4226
0,0,0,1,0,0,0,0,0,0,2368,1,27,6,3,2.008170441,1.532947868,10262
0,0,0,0,1,0,0,0,0,0,2368,1,24,6,0,-0.419326726,0.63936771,10678
1,0,0,0,0,0,0,0,0,0,41,2,21,3,3,0.861852334,0.674574281,8052
0,1,0,0,0,0,0,0,0,0,1532,0,24,3,6,-0.866053636,-0.99127203,3898
0,0,0,0,0,0,0,0,0,0,723,0,12,6,2,-1.034629828,-1.07145037,3807
0,0,1,0,0,0,0,0,0,0,2368,1,3,6,0,-0.217035296,0.380253763,6838
0,0,0,1,0,0,0,0,0,0,179,2,24,6,0,-0.419326726,0.576738391,13014
0,0,1,0,0,0,0,0,0,0,723,0,12,4,4,-0.630046967,-1.092291393,5224
0,0,0,0,1,0,0,0,0,0,2368,1,6,6,3,0.238120423,0.466138764,13377
0,1,0,0,0,0,0,0,0,0,2368,1,21,5,1,-1.034629828,-0.413481802,6633
0,0,0,0,0,0,0,0,0,0,565,1,24,5,4,0.035828993,0.828185893,5192
0,0,1,0,0,0,0,0,0,0,1532,0,18,4,3,0.187547566,-1.010867524,4591
1,0,0,0,0,0,0,0,0,0,723,0,12,5,6,0.018971373,-1.07145037,4880
0,0,0,1,0,0,0,0,0,0,1532,0,27,4,5,-0.242321725,-0.971954528,7229
0,0,0,1,0,0,0,0,0,0,2368,1,9,5,3,0.53312876,-0.00561258,12373
1,0,0,0,0,0,0,0,0,0,213,0,27,4,5,-0.604760538,-0.971954528,6094
0,0,0,1,0,0,0,0,0,0,2368,1,12,6,2,1.359152101,0.803103186,10262
0,0,0,1,0,0,0,0,0,0,37,2,9,4,1,-0.419326726,-0.19372467,15439
0,0,1,0,0,0,0,0,0,0,1532,0,6,5,0,0.322408519,-1.010867524,4077
0,1,0,0,0,0,0,0,0,0,1532,0,18,5,5,0.052686612,-1.030753369,4632
0,0,0,1,0,0,0,0,0,0,565,1,6,6,3,-0.520472442,-0.03971815,12692
0,0,1,0,0,0,0,0,0,0,53,1,24,4,2,0.061115421,-0.677287452,3480
0,0,0,0,1,0,0,0,0,0,10,2,18,5,5,0.238120423,-0.145193594,19360
0,0,0,1,0,0,0,0,0,0,341,1,15,3,4,0.920854002,1.264614521,9134
0,0,0,0,1,0,0,0,0,0,2368,1,24,6,0,-0.217035296,-0.243371839,13587
0,0,0,1,0,0,0,0,0,0,2368,1,9,5,3,2.008170441,1.673573178,15554
0,0,0,1,0,0,0,0,0,0,1532,0,9,3,5,-0.056887913,-1.050942868,7229
0,0,1,0,0,0,0,0,0,0,326,1,6,3,2,-0.082174342,0.603741969,7514
0,0,0,0,1,0,0,0,0,0,2368,1,6,6,3,-0.217035296,0.521970454,13587
0,0,0,1,0,0,0,0,0,0,1532,0,9,6,6,-1.312780545,-0.971954528,7229
0,0,0,1,0,0,0,0,0,0,2368,1,1,6,5,0.53312876,1.725869668,10262
0,0,1,0,0,0,0,0,0,0,2368,1,3,3,6,-0.217035296,0.576738391,14871
0,0,0,0,1,0,0,0,0,0,2368,1,27,5,0,-0.419326726,0.199830426,10529
0,0,1,0,0,0,0,0,0,0,326,1,12,6,2,-0.065316723,0.726629593,6442
0,0,1,0,0,0,0,0,0,0,53,1,21,5,1,-0.309752201,-0.600021509,5170
0,0,1,0,0,0,0,0,0,0,326,1,15,5,2,-0.065316723,0.726629593,6442
0,0,1,0,0,0,0,0,0,0,1532,0,27,5,0,-1.995514123,-0.99127203,3419
0,0,0,1,0,0,0,0,0,0,341,1,6,3,2,1.140003052,0.612688524,17261
0,0,0,0,0,0,1,0,0,0,381,0,24,6,0,-1.270636497,-1.156991311,3543
0,0,0,0,0,0,0,0,0,0,1532,0,12,5,6,-0.933484113,-1.030753369,3383
0,0,0,1,0,0,0,0,0,0,341,1,12,3,1,1.241148767,0.885956933,11087
0,0,0,1,0,0,0,0,0,0,1532,0,18,4,3,-1.312780545,-0.971954528,7229
0,0,0,0,1,0,0,0,0,0,2368,1,9,3,5,-0.394040298,0.683312141,11249
0,0,0,1,0,0,0,0,0,0,341,1,6,3,2,-0.014743865,0.836502963,16736
0,0,0,1,0,0,0,0,0,0,2368,1,24,6,0,0.53312876,0.281544406,10262
0,0,0,1,0,0,0,0,0,0,2368,1,1,6,5,-0.419326726,-0.570052391,10262
0,0,0,1,0,0,0,0,0,0,621,0,15,5,2,-1.902797218,-1.403994763,5678
0,0,0,0,1,0,0,0,0,0,2368,1,21,3,3,-0.77333673,-0.320114634,8307
1,0,0,0,0,0,0,0,0,0,145,1,18,5,5,1.038857336,0.844798402,7690
0,0,0,1,0,0,0,0,0,0,132,2,18,5,5,1.359152101,1.48492793,16704
1,0,0,0,0,0,0,0,0,0,2368,1,9,3,5,0.861852334,1.841153332,10315
1,0,0,0,0,0,0,0,0,0,565,1,24,3,6,0.988284479,1.706337437,12173
1,0,0,0,0,0,0,0,0,0,53,1,3,4,2,1.207433528,0.844798402,4227
0,0,1,0,0,0,0,0,0,0,1532,0,12,6,2,-1.447641499,-1.030753369,3943
0,0,0,1,0,0,0,0,0,0,1532,0,1,6,5,-0.916626493,-0.99127203,7229
0,0,0,0,0,0,0,0,1,0,565,1,15,5,2,-0.284465773,0.54034162,8610
0,0,1,0,0,0,0,0,0,0,1532,0,9,3,5,-1.321209355,-0.99127203,7303
0,0,0,1,0,0,0,0,0,0,341,1,18,3,0,0.861852334,0.521970454,10972
0,0,0,0,1,0,0,0,0,0,2368,1,18,5,5,-0.217035296,0.251202139,7670
1,0,0,0,0,0,0,0,0,0,2368,1,15,5,2,-0.394040298,0.07210258,8372
0,0,1,0,0,0,0,0,0,0,2368,1,1,6,5,0.238120423,0.23077602,6628
0,0,0,1,0,0,0,0,0,0,2368,1,9,6,6,1.359152101,1.519288649,10262
0,0,0,1,0,0,0,0,0,0,979,1,24,5,4,1.030428527,0.918510965,14178
0,0,0,1,0,0,0,0,0,0,9,2,27,3,2,-0.436184346,0.594768261,8518
0,0,0,1,0,0,0,0,0,0,40,2,24,6,0,1.359152101,1.387038909,13376
0,0,0,0,0,0,0,0,1,0,565,1,12,6,2,1.17371829,1.00640839,8452
0,0,0,1,0,0,0,0,0,0,2368,1,24,6,0,-1.068345066,0.210187135,18371
0,0,0,0,0,0,1,0,0,0,621,0,3,4,2,-0.849196016,-1.37647912,1965
0,0,0,1,0,0,0,0,0,0,179,2,1,6,5,1.359152101,0.942715479,10368
0,0,0,1,0,0,0,0,0,0,565,1,6,5,0,1.907024726,1.351451736,11467
0,0,0,1,0,0,0,0,0,0,979,1,9,5,3,0.558415188,0.428295079,14781
1,0,0,0,0,0,0,0,0,0,3,1,6,3,2,1.021999717,0.521970454,9535
1,0,0,0,0,0,0,0,0,0,621,0,3,4,2,-0.073745532,-1.43233231,2050
0,0,0,1,0,0,0,0,0,0,179,2,12,6,2,0.53312876,0.02800453,10368
0,0,0,1,0,0,0,0,0,0,979,1,24,3,6,-0.056887913,0.64820807,10031
0,0,0,0,0,0,1,0,0,0,723,0,21,4,6,-1.186348401,-1.113482759,4491
0,0,0,1,0,0,0,0,0,0,1532,0,15,5,2,-0.242321725,-0.971954528,7229
0,0,0,0,0,0,1,0,0,0,4,1,3,3,6,-0.495186013,-0.109484093,11401
0,0,1,0,0,0,0,0,0,0,381,0,27,6,3,-0.613189347,-1.135042754,3597
0,0,0,0,0,0,0,0,1,0,565,1,12,6,2,1.005142098,0.844798402,7927
0,0,0,0,0,0,1,0,0,0,723,0,1,5,2,-1.186348401,-1.113482759,4174
1,0,0,0,0,0,0,0,0,0,565,1,1,5,2,-0.697477444,0.07210258,10203
0,0,0,0,0,0,0,0,1,0,565,1,9,5,3,-0.284465773,0.54034162,8610
0,0,0,1,0,0,0,0,0,0,1532,0,12,6,2,-0.503614822,-0.99127203,5769
0,0,1,0,0,0,0,0,0,0,723,0,1,5,2,-0.916626493,-1.07145037,5644
0,0,0,1,0,0,0,0,0,0,1532,0,3,6,0,-1.312780545,-0.971954528,5769
0,0,0,1,0,0,0,0,0,0,1532,0,15,5,2,-1.456070308,-1.030753369,7229
0,0,1,0,0,0,0,0,0,0,65,1,9,6,6,-1.295922926,-0.758292456,4226
0,0,1,0,0,0,0,0,0,0,37,1,9,3,5,-0.613189347,-0.570052391,4588
0,0,0,1,0,0,0,0,0,0,621,0,21,5,1,-1.144204353,-1.37647912,4995
0,0,0,1,0,0,0,0,0,0,2368,1,1,4,0,1.359152101,1.130302135,5406
0,0,0,0,0,0,1,0,0,0,723,0,24,6,0,-0.351896249,-1.092291393,3873
0,0,0,1,0,0,0,0,0,0,2368,1,6,3,2,-0.436184346,-0.19372467,17024
0,0,0,0,0,0,1,0,0,0,42,1,9,6,6,-1.000914589,-0.661551892,5158
0,0,0,1,0,0,0,0,0,0,621,0,1,5,2,-1.144204353,-1.37647912,8040
0,0,0,1,0,0,0,0,0,0,979,1,18,5,5,-0.689048634,0.241009184,10844
1,0,0,0,0,0,0,0,0,0,381,0,12,5,6,-0.933484113,-1.156991311,4667
0,0,0,1,0,0,0,0,0,0,621,0,3,4,2,-0.208606486,-1.37647912,5678
1,0,0,0,0,0,0,0,0,0,44,2,12,5,6,-0.276036963,0.692024928,12513
0,0,0,1,0,0,0,0,0,0,1532,0,27,6,3,-1.312780545,-0.971954528,8016
0,0,0,0,0,0,1,0,0,0,381,0,1,6,5,-0.309752201,-1.135042754,3543
0,0,0,1,0,0,0,0,0,0,2368,1,21,3,3,0.53312876,0.281544406,5963
0,0,0,1,0,0,0,0,0,0,979,1,18,5,5,-0.689048634,-0.109484093,14781
0,0,0,1,0,0,0,0,0,0,2368,1,18,5,5,1.359152101,1.83483194,12373
0,0,0,1,0,0,0,0,0,0,621,0,1,6,5,-0.208606486,-1.37647912,3210
0,0,0,1,0,0,0,0,0,0,341,1,15,3,4,-0.478328394,0.484871373,9134
0,0,0,1,0,0,0,0,0,0,40,2,6,6,3,0.53312876,0.612688524,10919
0,0,1,0,0,0,0,0,0,0,621,0,1,5,2,-1.262207687,-1.37647912,4575
0,0,1,0,0,0,0,0,0,0,213,0,15,6,5,-1.447641499,-0.91555871,5601
0,0,0,1,0,0,0,0,0,0,565,1,18,5,5,0.044257802,-0.307124258,14151
1,0,0,0,0,0,0,0,0,0,42,2,6,5,0,0.887138763,1.205546023,10151
0,0,0,0,0,0,0,0,1,0,1532,0,18,4,3,-1.068345066,-1.010867524,5403
0,0,1,0,0,0,0,0,0,0,231,1,27,5,0,-1.557216024,-0.440995339,6147
0,0,1,0,0,0,0,0,0,0,723,0,27,6,3,-0.630046967,-1.092291393,4804
0,0,0,0,1,0,0,0,0,0,2368,1,27,3,2,-0.394040298,0.210187135,8371
0,0,0,1,0,0,0,0,0,0,179,2,9,6,6,0.53312876,0.02800453,13014
0,0,0,0,0,0,0,0,0,0,1532,0,24,5,4,-1.557216024,-1.010867524,3383
0,0,0,0,0,0,1,0,0,0,381,0,6,3,2,-0.309752201,-1.135042754,7298
0,0,0,1,0,0,0,0,0,0,1532,0,3,4,2,-1.312780545,-0.971954528,4544
0,0,0,0,1,0,0,0,0,0,2368,1,6,3,2,-0.77333673,-0.307124258,15147
0,0,0,0,1,0,0,0,0,0,2368,1,9,3,5,-0.34346744,0.735220174,10782
0,0,1,0,0,0,0,0,0,0,231,1,15,5,2,-0.318181011,-0.600021509,6027
1,0,0,0,0,0,0,0,0,0,231,1,27,3,2,0.920854002,1.719369333,6681
0,0,1,0,0,0,0,0,0,0,1532,0,24,6,0,0.322408519,-1.010867524,3943
0,0,0,1,0,0,0,0,0,0,2368,1,27,5,0,1.359152101,0.709376138,12898
0,0,1,0,0,0,0,0,0,0,2368,1,6,6,3,0.238120423,-0.255967272,6628
1,0,0,0,0,0,0,0,0,0,231,1,3,4,2,2.412753303,1.751768071,5022
1,0,0,0,0,0,0,0,0,0,41,2,3,6,0,0.861852334,1.593829419,12698
0,0,0,0,0,0,0,0,0,0,231,1,9,6,6,0.811279477,0.220502166,10794
0,0,1,0,0,0,0,0,0,0,2368,1,9,6,6,-0.217035296,0.115412975,6416
0,0,0,0,0,0,1,0,0,0,723,0,9,3,5,0.153832327,-1.135042754,4622
0,0,1,0,0,0,0,0,0,0,1532,0,27,5,0,-0.739621492,-1.010867524,3943
0,0,0,0,0,0,0,0,0,0,723,0,6,6,3,-0.073745532,-1.092291393,4508
0,0,0,0,0,0,0,0,1,0,565,1,12,6,2,-0.048459104,0.786270047,8452
1,0,0,0,0,0,0,0,0,0,36,2,12,5,6,0.988284479,0.853072378,13437
0,0,0,0,0,0,0,0,1,0,381,0,18,5,5,-0.309752201,-1.135042754,11982
0,0,0,1,0,0,0,0,0,0,979,1,24,5,4,1.300150434,0.942715479,10844
0,0,0,1,0,0,0,0,0,0,2368,1,27,6,3,-0.419326726,-0.570052391,14714
0,0,1,0,0,0,0,0,0,0,2368,1,27,6,3,-0.217035296,0.66581113,6093
0,0,1,0,0,0,0,0,0,0,2368,1,6,4,5,-0.99248578,-0.03971815,5307
0,1,0,0,0,0,0,0,0,0,2368,1,15,5,2,-0.360325059,-0.540578734,10188
0,0,0,1,0,0,0,0,0,0,979,1,6,6,3,0.920854002,0.437804109,14571
0,0,0,1,0,0,0,0,0,0,132,2,27,3,2,0.53312876,0.07210258,10976
0,0,0,1,0,0,0,0,0,0,979,1,24,5,4,-0.689048634,0.147403521,10844
0,0,1,0,0,0,0,0,0,0,723,0,9,4,1,-0.023172675,-1.07145037,4488
1,0,0,0,0,0,0,0,0,0,2368,1,24,5,4,2.03345687,1.235201818,8582
0,0,0,1,0,0,0,0,0,0,2368,1,24,6,0,1.359152101,0.918510965,10262
0,0,0,0,0,0,0,0,1,0,565,1,6,5,0,1.17371829,1.00640839,8662
0,0,0,1,0,0,0,0,0,0,621,0,27,3,2,-0.587902919,-1.37647912,2071
0,0,0,1,0,0,0,0,0,0,341,1,12,3,1,1.628874009,0.869556601,11087
1,0,0,0,0,0,0,0,0,0,1532,0,18,4,3,0.077973041,-1.010867524,5228
0,0,0,1,0,0,0,0,0,0,979,1,1,4,0,-0.689048634,0.147403521,12996
0,0,0,1,0,0,0,0,0,0,341,1,6,3,2,-0.014743865,0.735220174,16736
0,0,0,1,0,0,0,0,0,0,979,1,1,5,2,1.106287813,0.752330045,13941
1,0,0,0,0,0,0,0,0,0,3,1,15,3,4,-0.099031961,-0.051198964,9166
1,0,0,0,0,0,0,0,0,0,16,1,3,3,6,0.777564238,1.680147323,12677
1,0,0,0,0,0,0,0,0,0,381,0,24,3,6,-0.933484113,-1.156991311,4405
0,0,0,1,0,0,0,0,0,0,565,1,6,5,0,0.044257802,0.630501155,12121
1,0,0,0,0,0,0,0,0,0,1532,0,6,6,3,0.077973041,-1.010867524,6121
0,0,0,1,0,0,0,0,0,0,979,1,18,5,5,1.030428527,1.627250145,14388
0,0,0,1,0,0,0,0,0,0,565,1,1,4,0,1.190575909,0.683312141,11467
0,0,0,1,0,0,0,0,0,0,341,1,12,3,1,1.140003052,0.521970454,13817
1,0,0,0,0,0,0,0,0,0,621,0,6,5,0,-0.242321725,-1.461570133,3100
0,0,0,0,1,0,0,0,0,0,2368,1,21,5,1,-0.394040298,-0.157225805,8266
0,0,0,1,0,0,0,0,0,0,979,1,24,3,6,2.454897351,1.841153332,13759
0,0,1,0,0,0,0,0,0,0,1532,0,9,6,6,-2.012371743,-1.010867524,3943
0,0,0,0,1,0,0,0,0,0,2368,1,27,3,2,0.246549233,-0.19372467,12327
0,0,1,0,0,0,0,0,0,0,621,0,12,6,2,-1.540358405,-1.37647912,4049
0,0,0,0,0,0,1,0,0,0,1532,0,1,6,5,0.09483066,-0.99127203,3573
0,0,0,0,0,0,0,0,0,0,723,0,15,5,2,-0.073745532,-1.092291393,4409
1,0,0,0,0,0,0,0,0,0,83,2,27,3,2,1.038857336,1.738839359,6565
0,0,1,0,0,0,0,0,0,0,723,0,15,4,0,0.09483066,-1.050942868,4174
0,0,0,1,0,0,0,0,0,0,1532,0,24,5,4,-1.312780545,-0.971954528,4030
0,0,0,0,0,0,0,0,0,0,723,0,21,3,3,-1.034629828,-1.07145037,4082
1,0,0,0,0,0,0,0,0,0,9,2,24,5,4,1.207433528,1.706337437,6117
0,0,0,1,0,0,0,0,0,0,7,1,21,3,3,-1.093631495,-0.320114634,6163
0,0,0,1,0,0,0,0,0,0,2368,1,27,3,2,0.53312876,0.456725627,6540
0,0,0,0,0,0,1,0,0,0,65,1,12,5,6,-0.284465773,-0.526020193,4649
0,0,0,1,0,0,0,0,0,0,2368,1,9,6,6,2.008170441,1.315519368,10262
0,0,0,0,0,0,0,0,1,0,1532,0,6,4,5,-0.090603152,-1.030753369,5613
0,0,1,0,0,0,0,0,0,0,1532,0,24,3,6,-1.177919591,-0.971954528,6144
0,0,0,1,0,0,0,0,0,0,565,1,12,5,6,2.320036397,1.947195492,13067
0,0,0,0,1,0,0,0,0,0,2368,1,9,6,6,0.238120423,0.786270047,7198
0,0,0,1,0,0,0,0,0,0,979,1,15,5,2,0.044257802,-0.23085116,13941
0,0,0,1,0,0,0,0,0,0,179,2,9,6,6,0.53312876,1.099745492,10368
0,0,0,0,0,0,1,0,0,0,381,0,27,6,3,-1.270636497,-1.156991311,3543
0,0,1,0,0,0,0,0,0,0,723,0,27,3,2,-0.006315055,-1.050942868,4462
1,0,0,0,0,0,0,0,0,0,6,2,24,3,6,-0.958770541,-0.121323773,8005
0,0,0,1,0,0,0,0,0,0,979,1,1,4,0,2.370609255,1.841153332,7064
0,0,0,1,0,0,0,0,0,0,565,1,1,5,2,2.218890682,1.607231554,12121
1,0,0,0,0,0,0,0,0,0,179,2,9,5,3,-0.394040298,-0.206028834,8918
1,0,0,0,0,0,0,0,0,0,979,1,12,5,6,-0.1327472,0.456725627,8891
1,0,0,0,0,0,0,0,0,0,565,1,1,5,2,-0.697477444,-0.359593601,10203
0,0,0,0,1,0,0,0,0,0,2368,1,15,5,2,-0.217035296,-0.097706564,8073
0,0,1,0,0,0,0,0,0,0,326,1,3,3,6,-0.082174342,-0.372928161,11237
0,0,0,1,0,0,0,0,0,0,40,2,12,6,2,0.53312876,1.358596467,13376
0,0,0,0,1,0,0,0,0,0,326,1,9,6,6,-0.065316723,0.769346161,6513
0,0,0,1,0,0,0,0,0,0,979,1,24,5,4,0.558415188,0.136785675,13731
0,0,0,1,0,0,0,0,0,0,979,1,1,4,0,2.092458537,1.539759505,7064
0,0,0,1,0,0,0,0,0,0,341,1,6,3,2,-0.402469107,0.567681719,16736
0,0,0,1,0,0,0,0,0,0,979,1,15,5,2,1.106287813,0.63936771,8586
0,0,0,0,1,0,0,0,0,0,2368,1,15,6,5,-0.419326726,0.521970454,11789
0,0,1,0,0,0,0,0,0,0,723,0,24,5,4,-0.916626493,-1.07145037,5224
0,0,1,0,0,0,0,0,0,0,213,0,15,5,2,0.120117089,-0.91555871,6834
0,0,1,0,0,0,0,0,0,0,2368,1,15,6,5,0.238120423,0.104656928,6316
0,0,0,1,0,0,0,0,0,0,26,2,21,3,3,1.991312822,2.163544317,11869
0,0,0,0,0,0,0,0,0,0,723,0,6,3,2,0.221262804,-1.092291393,4384
0,0,1,0,0,0,0,0,0,0,723,0,21,4,6,-0.630046967,-1.092291393,5644
1,0,0,0,0,0,0,0,0,0,43,2,9,3,5,2.03345687,1.471097197,19681
0,0,0,0,1,0,0,0,0,0,2368,1,6,6,3,0.238120423,0.786270047,13377
0,0,0,0,1,0,0,0,0,0,83,2,9,3,5,-0.183320057,0.360799127,10090
0,0,0,1,0,0,0,0,0,0,2,2,6,3,2,1.789021391,1.471097197,20845
0,0,0,0,0,0,0,0,1,0,1532,0,24,6,0,-0.360325059,-1.07145037,4878
0,0,1,0,0,0,0,0,0,0,621,0,1,6,5,-0.031601484,-1.37647912,2227
0,0,1,0,0,0,0,0,0,0,326,1,18,5,5,-0.705906253,-0.016925779,6442
0,0,0,0,0,0,1,0,0,0,1532,0,27,5,0,0.09483066,-0.99127203,3257
0,0,0,1,0,0,0,0,0,0,1532,0,15,6,5,-1.456070308,-1.030753369,7229
1,0,0,0,0,0,0,0,0,0,29,2,1,5,2,1.477155436,0.958753546,15164
0,0,1,0,0,0,0,0,0,0,1532,0,24,3,6,-1.026201018,-1.010867524,10067
1,0,0,0,0,0,0,0,0,0,213,0,15,3,4,-0.604760538,-0.971954528,5674
0,0,0,1,0,0,0,0,0,0,341,1,1,3,4,1.140003052,1.24257755,20800
0,0,1,0,0,0,0,0,0,0,326,1,18,5,5,-0.065316723,0.803103186,7144
1,0,0,0,0,0,0,0,0,0,213,0,27,5,0,-1.531929595,-1.010867524,6094
0,0,0,1,0,0,0,0,0,0,621,0,18,5,5,-1.144204353,-1.37647912,4050
0,0,0,0,0,0,1,0,0,0,381,0,24,6,0,-1.127346734,-1.156991311,3859
0,0,0,1,0,0,0,0,0,0,79,2,21,3,3,1.991312822,2.192778487,11664
0,0,0,0,1,0,0,0,0,0,83,2,6,3,2,-0.183320057,0.64820807,7731
0,0,0,1,0,0,0,0,0,0,565,1,12,6,2,-0.402469107,0.115412975,12692
1,0,0,0,0,0,0,0,0,0,83,2,18,5,5,1.038857336,1.227810894,11307
0,0,0,1,0,0,0,0,0,0,979,1,9,6,6,0.558415188,-0.169324311,8586
0,0,1,0,0,0,0,0,0,0,2,1,21,3,3,-0.78176554,-0.741765637,5746
0,0,0,0,1,0,0,0,0,0,2368,1,21,3,3,-0.394040298,0.321465351,13378
1,0,0,0,0,0,0,0,0,0,1532,0,24,3,6,-0.34346744,-1.030753369,7486
0,0,0,0,0,0,1,0,0,0,381,0,6,3,2,-1.118917924,-1.07145037,7298
0,0,0,0,1,0,0,0,0,0,2368,1,12,6,2,-0.217035296,0.083002367,7005
0,0,1,0,0,0,0,0,0,0,723,0,12,5,6,-0.33503863,-1.07145037,4804
0,0,1,0,0,0,0,0,0,0,2368,1,9,3,5,-1.034629828,-0.074334113,16162
0,0,1,0,0,0,0,0,0,0,1532,0,24,4,2,-1.995514123,-0.99127203,3419
0,0,0,0,0,0,0,0,0,0,44,2,1,5,2,0.035828993,-0.051198964,5192
0,0,0,0,0,0,0,0,0,0,723,0,15,4,0,-1.034629828,-1.07145037,4409
